=============training from sratch============
Program ID: 23009

Program command: 
 ['TrainResNeXtVNet.py', '/home/hxie1/temp_netParameters/OvarianCancer/ResNeXtVNet', '1', '/home/hxie1/data/OvarianCancerCT/pixelSize223withLabel/numpy', '/home/hxie1/data/OvarianCancerCT/pixelSize223withLabel/numpyLabel', '0', '3,2,1']

Major program changes: 
     1  a V model with ResNeXt block: use z convolution, and then xy convolution, to implement 3D convolution.
     2  at ground truth, only check the segmented slices, about 3 slices per patient;
     3  the input is whole 3D volume, instead of ROI around a segmented slice;
     4  support input data augmentation: affine in xy plane, and translation in z direction;
     5  input Size: 231*251*251 with label, instead of previous SkyWatch Model of 29*140*140;
     6  treat all 1,2,3 labels as 1, in other words, do not differentiate primary, metastase, and nymph node;
     7  initializaiton LR is 0.1; considering zero padding and the bigger risk cost of missing cancer, adjust loss positive weight;  
    

Discarded changes:                  

Experiment setting:
Input CT data: maximum size 231*251*251 (zyx) of 3D numpy array with spacing size(3*2*2)

Loss Function:  BCELogitLoss

Data:   total 143 patients with weak annotaton label, 5-fold cross validation, test 29, validation 29, and training 85.  

Training strategy: 

          

Program starting Time: 2019-09-01 04:36:03.708808
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/ResNeXtVNet/20190901_043603

Info: this is the 0th fold leave for test in the 5-fold cross-validation.

Info: batchSize = 12

Net parameters is saved in  /home/hxie1/temp_netParameters/OvarianCancer/ResNeXtVNet/20190901_043603.
5-fold cross validation: the 0th fold is for test, the 1th fold is for validation, remaining folds are for training.

training dataset: total 85 image files.

validation dataset: total 29 image files.

test dataset: total 29 image files.
Network has total 26,372,379 parameters.


************** Table of Training Log **************
Epoch	LearningRate		TrainingLoss	Dice		ValidationLoss	Dice		TestLoss	Dice
1325	1.0000e-05		1030932.3369	0.15660		1387572.1042	0.14632		1921242.7604	0.14897
1330	1.0000e-05		1082782.2627	0.15605		1394132.0833	0.14339		1874722.8229	0.14898
1335	1.0000e-05		1105508.5581	0.15155		1364861.9792	0.14274		1881495.3333	0.14428
1340	1.0000e-05		1120102.3164	0.14509		1561102.2292	0.14875		2206009.3333	0.15510
1345	1.0000e-05		1058141.4062	0.14888		1806853.1250	0.15450		2565059.5625	0.15636
1350	1.0000e-05		1030482.6348	0.15979		1470338.4375	0.14531		1966020.0000	0.15351
1355	1.0000e-05		1119248.3457	0.15437		1369883.2083	0.14783		1915486.6771	0.14722
1360	1.0000e-05		995227.6006	0.16292		1357575.4792	0.14755		1929891.5417	0.14687
1365	1.0000e-05		1026947.2246	0.15501		1406823.6042	0.14449		1985777.7292	0.15015
1370	1.0000e-05		1086417.2407	0.15313		1424744.8750	0.14337		1968149.5000	0.15092
1375	1.0000e-05		988004.1904	0.15264		1340914.1042	0.14684		1889677.2396	0.14243
1380	1.0000e-05		1019697.7080	0.14776		1343972.2500	0.14354		1876026.6771	0.14258
1385	1.0000e-05		1064235.2881	0.17453		1360241.0417	0.14229		1879981.4896	0.14402
1390	1.0000e-05		944551.2969	0.16456		1391136.4792	0.14332		1934246.5625	0.14803
1395	1.0000e-05		991529.1104	0.15496		1338904.7917	0.14355		1821382.4792	0.14196
1400	1.0000e-05		1068153.6328	0.14482		1419943.7292	0.14966		2018205.1250	0.15131
1405	1.0000e-05		1158049.0332	0.17548		1397409.6667	0.14814		1936137.4583	0.14970
1410	1.0000e-05		1033277.4355	0.15485		1377929.1667	0.14432		1874928.6875	0.14648
1415	1.0000e-05		1013623.3447	0.15654		1345199.3750	0.14499		1901270.8958	0.14354
1420	1.0000e-05		1065450.1172	0.15245		1429094.3750	0.14637		1957399.5312	0.15219
1425	1.0000e-05		1046256.1943	0.14757		1385323.2500	0.14662		1970070.2604	0.14824
1430	1.0000e-05		1051411.7749	0.15480		1345805.7917	0.14663		1853785.4583	0.14392
1435	1.0000e-05		1057615.9893	0.15474		1348469.5000	0.14413		1852065.1667	0.14371
1440	1.0000e-05		1010045.2363	0.16386		1385387.9792	0.14610		1943496.1458	0.14833
1445	1.0000e-05		1008209.1865	0.16631		1349753.6250	0.14629		1838670.0417	0.14410
1450	1.0000e-05		1055099.3047	0.16813		1403181.3750	0.14727		1963005.2917	0.15053
1455	1.0000e-05		976793.9746	0.16549		1572419.6667	0.14636		2177166.0625	0.15329
1460	1.0000e-05		1032531.0186	0.15446		1353427.6667	0.14684		1939726.4271	0.14612
1465	1.0000e-05		1018227.3472	0.15762		1359481.7083	0.14034		1872779.4167	0.14232
1470	1.0000e-05		1068319.1973	0.14915		1388239.2917	0.14613		1922205.0000	0.14849
1475	1.0000e-05		1049732.5293	0.16504		1346291.5625	0.14487		1919588.0729	0.14418
1480	1.0000e-05		1032300.5884	0.14932		1372450.0833	0.14764		1849101.9583	0.14640
1485	1.0000e-05		1064334.1084	0.15207		1363322.2292	0.14830		1782727.4062	0.14666
1490	1.0000e-05		1198945.7734	0.15037		1426337.0833	0.14252		1878605.6250	0.15022
1495	1.0000e-05		1002351.4551	0.14380		1342527.7917	0.14476		1863117.3958	0.14359
1500	1.0000e-05		1031997.6943	0.15351		1398391.5000	0.14738		1913510.8542	0.14947
1505	1.0000e-05		1091224.5732	0.16194		1343827.7917	0.14284		1804386.6562	0.14224
1510	1.0000e-05		1022563.1008	0.15312		1386917.9167	0.14554		1962680.8854	0.14898
1515	1.0000e-05		1075252.3125	0.15857		2112498.2083	0.15066		3065630.9375	0.15233
1520	1.0000e-05		1032996.9805	0.14962		1367724.3125	0.14928		1946767.7500	0.14807
1525	1.0000e-05		1022662.4512	0.17543		1367446.7083	0.14674		1857556.4583	0.14618
1530	1.0000e-05		1064326.9453	0.14936		1429399.6667	0.14774		1838557.3333	0.15332
1535	1.0000e-05		1044911.6191	0.16017		1361622.2083	0.14564		1924678.5104	0.14444
1540	1.0000e-05		1032203.6172	0.16951		1397995.2917	0.14541		1888709.8646	0.14902
1545	1.0000e-05		1057692.2617	0.14965		1435184.1458	0.14344		1883608.5833	0.15145
1550	1.0000e-05		1018627.0479	0.15650		1387089.6250	0.14762		1962456.3125	0.14884
1555	1.0000e-05		1015028.4364	0.16561		1352723.5417	0.14570		1843595.9792	0.14484
1560	1.0000e-05		1032235.2324	0.16750		1354897.9167	0.14719		1863749.1562	0.14573
1565	1.0000e-05		1060797.6133	0.14594		1403893.7708	0.14770		1968520.8854	0.15069
1570	1.0000e-05		1066901.5627	0.14936		1371846.2500	0.14736		1925817.3021	0.14735
1575	1.0000e-05		1074256.9243	0.15247		1355846.9792	0.14506		1881335.8333	0.14358
1580	1.0000e-05		1043876.2432	0.15773		1419015.2292	0.14520		1959659.6354	0.15104
1585	1.0000e-05		1051084.9265	0.15786		1416472.7917	0.14412		1955799.4792	0.15073
1590	1.0000e-05		1041296.5227	0.15820		1359127.5417	0.14284		1857444.0208	0.14427
1595	1.0000e-05		956992.1387	0.17267		1379033.6458	0.14616		1881119.1354	0.14810
1600	1.0000e-05		932640.2345	0.16916		1364387.5833	0.14293		1891236.1042	0.14457
1605	1.0000e-05		949201.4980	0.16764		1335704.4167	0.14763		1857849.6458	0.14169
1610	1.0000e-05		1067295.0010	0.16808		1379258.0625	0.14542		1899573.4479	0.14791
1615	1.0000e-05		1079360.1328	0.14899		1389597.1667	0.14813		1973388.9792	0.14988
1620	1.0000e-05		1061175.4634	0.15536		1371355.3958	0.14377		1888004.2396	0.14628
1625	1.0000e-05		1038887.5352	0.15049		1375563.1667	0.14423		1876081.2708	0.14755
1630	1.0000e-05		1042845.7549	0.15510		1361283.0417	0.14711		1896844.7500	0.14602
1635	1.0000e-05		1008603.4141	0.16343		1619903.3542	0.14881		2212510.9688	0.15660
1640	1.0000e-05		1014080.6533	0.15471		1384632.8750	0.14504		1937146.8438	0.14796
1645	1.0000e-05		1036862.5117	0.14893		1398495.1042	0.14404		1942954.6458	0.14936
1650	1.0000e-05		979962.0518	0.16449		1335142.9167	0.14303		1850288.2396	0.14168
1655	1.0000e-05		1121217.2891	0.15778		1418999.4583	0.14340		1915556.8646	0.15055
1660	1.0000e-05		1042037.4609	0.16755		1406328.6875	0.14066		1869847.2083	0.14895
1665	1.0000e-05		1002445.0781	0.14987		1379578.2292	0.14663		1907389.4583	0.14825
1670	1.0000e-05		1074422.4663	0.15672		1374097.8125	0.14554		1942898.6250	0.14686
1675	1.0000e-05		935175.2290	0.17251		1388352.9167	0.14612		1912584.2500	0.14858
1680	1.0000e-05		1074654.3906	0.14412		1350397.3750	0.14674		1783191.4896	0.14451
1685	1.0000e-05		941404.5752	0.15063		1347053.1875	0.14147		1858461.1562	0.14171
1690	1.0000e-05		1113948.1094	0.16442		1428978.7917	0.14651		1955734.2812	0.15163
1695	1.0000e-05		1139098.5703	0.15190		1675801.4583	0.15323		2372020.0833	0.15743
1700	1.0000e-05		966583.6172	0.17055		1373671.1458	0.14833		1960485.8646	0.14790
1705	1.0000e-05		1113940.2754	0.14872		1422117.6458	0.14267		1995089.1250	0.14956
1710	1.0000e-05		1046390.8643	0.16567		1363245.6875	0.14293		1831212.9583	0.14356
1715	1.0000e-05		1024099.6680	0.17553		1437471.0208	0.14795		1978362.7708	0.15210
1720	1.0000e-05		1049331.3711	0.15585		1391905.0625	0.14231		1933483.5417	0.14800
1725	1.0000e-05		1099947.3799	0.14678		1343880.6875	0.14392		1827513.5208	0.14314
1730	1.0000e-05		1003720.2148	0.16722		1404288.9167	0.14283		1901498.3021	0.14828
1735	1.0000e-05		959341.4390	0.15685		1369337.7083	0.14690		1922057.0833	0.14724
1740	1.0000e-05		989522.2700	0.15542		1356356.2083	0.14367		1868091.1979	0.14462
1745	1.0000e-05		919523.7178	0.15967		1360385.2083	0.14143		1891515.7604	0.14507
1750	1.0000e-05		963885.2002	0.15055		1329582.5417	0.14473		1835569.5417	0.14313
1755	1.0000e-05		942741.4570	0.16956		1377554.5417	0.14151		1881075.8438	0.14568
1760	1.0000e-05		1026709.8955	0.14791		1347500.1667	0.14377		1883881.6771	0.14334
1765	1.0000e-05		1010847.6396	0.16055		1431282.5833	0.14498		1946334.0833	0.15193
1770	1.0000e-05		1098558.0156	0.15618		1885394.4167	0.15635		2677911.7500	0.15794
1775	1.0000e-05		937480.0332	0.15600		1366974.2083	0.14298		1906585.8333	0.14610
1780	1.0000e-05		1048295.7561	0.15836		1382393.5833	0.14254		1887539.9167	0.14631
1785	1.0000e-05		920057.7451	0.17145		1376472.4167	0.14407		1900001.0208	0.14676
1790	1.0000e-05		1047526.9688	0.15301		1390633.7917	0.14588		1912089.3021	0.14885
1795	1.0000e-05		1032667.4336	0.14364		1378626.6042	0.14521		1903265.0312	0.14714
1800	1.0000e-05		1092529.1621	0.16587		1387149.5625	0.14641		1899184.8750	0.14897
1805	1.0000e-05		1000009.5979	0.17206		1376705.6250	0.14391		1954871.3958	0.14812
1810	1.0000e-05		1010332.7539	0.15279		1382617.5208	0.14601		1954596.7292	0.14913
1815	1.0000e-05		981928.4893	0.14704		1331426.9792	0.14273		1827795.1042	0.14111
1820	1.0000e-05		1128404.8750	0.15171		1434962.6667	0.14664		1909854.7500	0.15273
1825	1.0000e-05		1121216.6016	0.15347		1358596.8958	0.14728		1932956.0938	0.14417
