Program ID of SkyWatcher Network training:23737

Program command: 
 ['TrainSkyWatcherPurePrediction.py', '/home/hxie1/temp_netParameters/OvarianCancer/SkyWatcher/PurePrediction', '/home/hxie1/data/OvarianCancerCT/Extract_ps2_2_5/images_npy', '/home/hxie1/data/OvarianCancerCT/patientResponseDict.json']

Major program changes: 
                      merge train and test imageDataMgr into one.
                      when epoch %5 ==0, do not use mixup.
                      Directly use 3D data for treatment prediction without segmentation. 
                      Number of filters in the first layer in encoder is 32.
                      Only epoch %5 ==0, print log
                      Do not use normalization in FC layers.
                      Use cropping VOI on the fly.
                       

Experiment setting for Image3d ROI to response:
Input CT data: 29*140*140  3D CT raw image ROI with spacing size(5*2*2)

Predictive Model: 1,  first 3-layer dense conv block with channel size 128.
                  2,  and 3 dense conv DownBB blocks,  each of which includes a stride 2 conv and 3-layers dense conv block; 
                  3,  and 3 fully connected layers  changes the tensor into size 2*1;
                  4,  final a softmax for binary classification;
                  Total network learning parameters are 8 million.
                  Network architecture is referred at https://github.com/Hui-Xie/OvarianCancer/blob/master/SkyWatcherModel.py

response Loss Function:   focus loss  with weight [3.3, 1.4] for [0,1] class separately, as [0,1] uneven distribution.

Data:   training data has 113 patients, and valdiation data has 27 patients with training/test rate 80/20.
        We randomize all data, and then assign same distrubtion of treat reponse 0,1 into to training and test data set.


Training strategy:  50% probability of data are mixed up with beta distribution with alpha =0.4, to feed into network for training. 
                    No other data augmentation, and no dropout.  

                    Learning Scheduler:  Reduce learning rate on  plateau, and learning rate patience is 30 epochs.                                

            

Program starting Time: 2019-06-24 14:09:46.965626
Info: this is the 0th fold leave for test in the 10-fold cross-validation.

Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/SkyWatcher/PurePrediction

Now program get 169 input files.
Infor: In all data of 169 files, respone 0 has 51 files,
	  and response 1 has 118 files, where positive response rate = 0.6982248520710059 in full data
Infor: Validation Set has 16 files,and Training Set has 153 files
Infor: Validataion set has 11 1's, and positive response rate = 0.6875
Infor: trainning set has 107 1's, and positive response rate = 0.6993464052287581
Infor: the drop_last data in the dataMgr may lead the number of validation set and training set less than above number.
Infor: program is in multi samples running model.
TrainTestData Input:  batchSize=9, depth=29, height=140, width=140

Info: the size of bottle neck in the net = (512, 1, 7, 7)

Info: program uses Mixup with alpha=0.4, and mixupProb = 0.5.
Network trains from scratch.
Network has total 21,463,612 parameters.
Infor: Response Cross Entropy Weight: [3.3333333333333335, 1.4285714285714286] for label[0, 1]
Info: program will use 3 GPUs.
Loss Functions List: FocalCELoss with weight of 1; 

Hints: Optimal_Result = Yes = 1,  Optimal_Result = No = 0 

Epoch	TrLoss	Accura	TPR_r	TNR_r		TsLoss	Accura	TPR_r	TNR_r
1330	0.0047	1.0000	1.0000	1.0000		0.4700	0.6875	1.0000	0.0000
1335	0.0051	1.0000	1.0000	1.0000		0.5114	0.6875	1.0000	0.0000
1340	0.0070	1.0000	1.0000	1.0000		0.5774	0.6875	1.0000	0.0000
1345	0.0073	0.9935	0.9907	1.0000		0.6994	0.6875	1.0000	0.0000
1350	0.0076	1.0000	1.0000	1.0000		0.6282	0.6875	1.0000	0.0000
1355	0.0058	1.0000	1.0000	1.0000		0.6042	0.6875	1.0000	0.0000
1360	0.0065	1.0000	1.0000	1.0000		0.6447	0.6875	1.0000	0.0000
1365	0.0060	1.0000	1.0000	1.0000		0.5883	0.6875	1.0000	0.0000
1370	0.0056	1.0000	1.0000	1.0000		0.6749	0.6875	1.0000	0.0000
1375	0.0047	1.0000	1.0000	1.0000		0.6422	0.6875	1.0000	0.0000
1380	0.0061	1.0000	1.0000	1.0000		0.6510	0.6875	1.0000	0.0000
1385	0.0052	1.0000	1.0000	1.0000		0.5788	0.6875	1.0000	0.0000
1390	0.0058	1.0000	1.0000	1.0000		0.6062	0.6875	1.0000	0.0000
1395	0.0053	1.0000	1.0000	1.0000		0.6577	0.6875	1.0000	0.0000
1400	0.0056	1.0000	1.0000	1.0000		0.6598	0.6875	1.0000	0.0000
1405	0.0058	1.0000	1.0000	1.0000		0.6572	0.6875	1.0000	0.0000
1410	0.0049	1.0000	1.0000	1.0000		0.7163	0.6875	1.0000	0.0000
1415	0.0055	1.0000	1.0000	1.0000		0.6553	0.6875	1.0000	0.0000
1420	0.0050	1.0000	1.0000	1.0000		0.6244	0.6875	1.0000	0.0000
1425	0.0044	1.0000	1.0000	1.0000		0.6689	0.6875	1.0000	0.0000
1430	0.0052	1.0000	1.0000	1.0000		0.6142	0.6875	1.0000	0.0000
1435	0.0048	1.0000	1.0000	1.0000		0.6267	0.6875	1.0000	0.0000
1440	0.0045	1.0000	1.0000	1.0000		0.5933	0.6875	1.0000	0.0000
1445	0.0050	0.9935	0.9907	1.0000		0.6883	0.6875	1.0000	0.0000
1450	0.0058	1.0000	1.0000	1.0000		0.6663	0.6875	1.0000	0.0000
1455	0.0052	1.0000	1.0000	1.0000		0.6187	0.6875	1.0000	0.0000
1460	0.0044	1.0000	1.0000	1.0000		0.6493	0.6875	1.0000	0.0000
1465	0.0053	1.0000	1.0000	1.0000		0.5496	0.6875	1.0000	0.0000
1470	0.0044	1.0000	1.0000	1.0000		0.6707	0.6875	1.0000	0.0000
1475	0.0048	1.0000	1.0000	1.0000		0.6576	0.6875	1.0000	0.0000
1480	0.0051	1.0000	1.0000	1.0000		0.6857	0.6875	1.0000	0.0000
1485	0.0070	0.9935	1.0000	0.9783		0.5748	0.6875	1.0000	0.0000
1490	0.0043	1.0000	1.0000	1.0000		0.4659	0.6875	1.0000	0.0000
1495	0.0058	1.0000	1.0000	1.0000		0.6835	0.6875	1.0000	0.0000
1500	0.0059	0.9935	0.9907	1.0000		0.7710	0.6875	1.0000	0.0000
1505	0.0050	1.0000	1.0000	1.0000		0.6215	0.6875	1.0000	0.0000
1510	0.0047	1.0000	1.0000	1.0000		0.5940	0.6875	1.0000	0.0000
1515	0.0043	1.0000	1.0000	1.0000		0.6907	0.6875	1.0000	0.0000
1520	0.0072	0.9935	1.0000	0.9783		0.6351	0.6875	1.0000	0.0000
1525	0.0049	1.0000	1.0000	1.0000		0.5023	0.6875	1.0000	0.0000
1530	0.0039	1.0000	1.0000	1.0000		0.6964	0.6875	1.0000	0.0000
1535	0.0048	1.0000	1.0000	1.0000		0.7204	0.6875	1.0000	0.0000
1540	0.0042	1.0000	1.0000	1.0000		0.6266	0.6875	1.0000	0.0000
1545	0.0050	1.0000	1.0000	1.0000		0.7291	0.6875	1.0000	0.0000
1550	0.0034	1.0000	1.0000	1.0000		0.6926	0.6875	1.0000	0.0000
1555	0.0046	1.0000	1.0000	1.0000		0.6492	0.6875	1.0000	0.0000
1560	0.0046	1.0000	1.0000	1.0000		0.6565	0.6875	1.0000	0.0000
1565	0.0045	1.0000	1.0000	1.0000		0.6668	0.6875	1.0000	0.0000
1570	0.0044	1.0000	1.0000	1.0000		0.6442	0.6875	1.0000	0.0000
1575	0.0045	1.0000	1.0000	1.0000		0.6733	0.6875	1.0000	0.0000
1580	0.0044	1.0000	1.0000	1.0000		0.6213	0.6875	1.0000	0.0000
1585	0.0042	1.0000	1.0000	1.0000		0.6623	0.6875	1.0000	0.0000
1590	0.0038	1.0000	1.0000	1.0000		0.6756	0.6875	1.0000	0.0000
1595	0.0050	1.0000	1.0000	1.0000		0.5790	0.6875	1.0000	0.0000
1600	0.0043	1.0000	1.0000	1.0000		0.6109	0.6875	1.0000	0.0000
1605	0.0052	1.0000	1.0000	1.0000		0.6859	0.6875	1.0000	0.0000
1610	0.0034	1.0000	1.0000	1.0000		0.6019	0.6875	1.0000	0.0000
1615	0.0037	1.0000	1.0000	1.0000		0.6980	0.6875	1.0000	0.0000
1620	0.0058	1.0000	1.0000	1.0000		0.5892	0.6875	1.0000	0.0000
1625	0.0061	1.0000	1.0000	1.0000		0.6530	0.6875	1.0000	0.0000
1630	0.0070	0.9935	0.9907	1.0000		0.5386	0.6875	1.0000	0.0000
1635	0.0051	1.0000	1.0000	1.0000		0.6681	0.6875	1.0000	0.0000
1640	0.0043	1.0000	1.0000	1.0000		0.5917	0.6875	1.0000	0.0000
1645	0.0068	1.0000	1.0000	1.0000		0.6488	0.6875	1.0000	0.0000
1650	0.0052	1.0000	1.0000	1.0000		0.6000	0.6875	1.0000	0.0000
1655	0.0047	1.0000	1.0000	1.0000		0.6499	0.6875	1.0000	0.0000
1660	0.0054	1.0000	1.0000	1.0000		0.4849	0.6875	1.0000	0.0000
1665	0.0044	1.0000	1.0000	1.0000		0.6148	0.6875	1.0000	0.0000
1670	0.0069	1.0000	1.0000	1.0000		0.6187	0.6875	1.0000	0.0000
1675	0.0045	1.0000	1.0000	1.0000		0.6398	0.6875	1.0000	0.0000
1680	0.0040	1.0000	1.0000	1.0000		0.6401	0.6875	1.0000	0.0000
1685	0.0065	1.0000	1.0000	1.0000		0.5406	0.6875	1.0000	0.0000
1690	0.0049	1.0000	1.0000	1.0000		0.6814	0.6875	1.0000	0.0000
1695	0.0051	0.9935	0.9907	1.0000		0.5561	0.6875	1.0000	0.0000
1700	0.0042	1.0000	1.0000	1.0000		0.6464	0.6875	1.0000	0.0000
1705	0.0043	1.0000	1.0000	1.0000		0.5548	0.6875	1.0000	0.0000
1710	0.0046	1.0000	1.0000	1.0000		0.6412	0.6875	1.0000	0.0000
1715	0.0046	1.0000	1.0000	1.0000		0.7051	0.6875	1.0000	0.0000
1720	0.0039	1.0000	1.0000	1.0000		0.6672	0.6875	1.0000	0.0000
1725	0.0051	1.0000	1.0000	1.0000		0.6716	0.6875	1.0000	0.0000
1730	0.0041	1.0000	1.0000	1.0000		0.6792	0.6875	1.0000	0.0000
1735	0.0073	0.9935	1.0000	0.9783		0.5696	0.6875	1.0000	0.0000
1740	0.0039	1.0000	1.0000	1.0000		0.5772	0.6875	1.0000	0.0000
1745	0.0043	1.0000	1.0000	1.0000		0.6183	0.6875	1.0000	0.0000
1750	0.0051	1.0000	1.0000	1.0000		0.6883	0.6875	1.0000	0.0000
1755	0.0039	1.0000	1.0000	1.0000		0.5632	0.6875	1.0000	0.0000
1760	0.0051	1.0000	1.0000	1.0000		0.6729	0.6875	1.0000	0.0000
1765	0.0055	1.0000	1.0000	1.0000		0.6204	0.6875	1.0000	0.0000
1770	0.0048	1.0000	1.0000	1.0000		0.6214	0.6875	1.0000	0.0000
1775	0.0049	1.0000	1.0000	1.0000		0.5743	0.6875	1.0000	0.0000
1780	0.0052	1.0000	1.0000	1.0000		0.6508	0.6875	1.0000	0.0000
1785	0.0050	1.0000	1.0000	1.0000		0.6623	0.6875	1.0000	0.0000
1790	0.0058	1.0000	1.0000	1.0000		0.6283	0.6875	1.0000	0.0000
1795	0.0068	0.9935	0.9907	1.0000		0.6647	0.6875	1.0000	0.0000
1800	0.0075	1.0000	1.0000	1.0000		0.6469	0.6875	1.0000	0.0000
1805	0.0046	1.0000	1.0000	1.0000		0.6656	0.6875	1.0000	0.0000
1810	0.0041	1.0000	1.0000	1.0000		0.7206	0.6875	1.0000	0.0000
1815	0.0055	1.0000	1.0000	1.0000		0.6575	0.6875	1.0000	0.0000
1820	0.0045	1.0000	1.0000	1.0000		0.5882	0.6875	1.0000	0.0000
1825	0.0046	1.0000	1.0000	1.0000		0.7322	0.6875	1.0000	0.0000
1830	0.0073	0.9935	0.9907	1.0000		0.6616	0.6875	1.0000	0.0000
1835	0.0037	1.0000	1.0000	1.0000		0.6477	0.6875	1.0000	0.0000
1840	0.0048	1.0000	1.0000	1.0000		0.6957	0.6875	1.0000	0.0000
1845	0.0046	1.0000	1.0000	1.0000		0.5782	0.6875	1.0000	0.0000
1850	0.0048	1.0000	1.0000	1.0000		0.6414	0.6875	1.0000	0.0000
1855	0.0062	1.0000	1.0000	1.0000		0.6459	0.6875	1.0000	0.0000
1860	0.0042	1.0000	1.0000	1.0000		0.4975	0.6875	1.0000	0.0000
1865	0.0053	1.0000	1.0000	1.0000		0.6101	0.6875	1.0000	0.0000
1870	0.0048	1.0000	1.0000	1.0000		0.6044	0.6875	1.0000	0.0000
1875	0.0041	1.0000	1.0000	1.0000		0.4681	0.6875	1.0000	0.0000
1880	0.0040	1.0000	1.0000	1.0000		0.7005	0.6875	1.0000	0.0000
1885	0.0072	0.9935	1.0000	0.9783		0.6308	0.6875	1.0000	0.0000
1890	0.0046	1.0000	1.0000	1.0000		0.6572	0.6875	1.0000	0.0000
1895	0.0045	1.0000	1.0000	1.0000		0.7068	0.6875	1.0000	0.0000
1900	0.0039	1.0000	1.0000	1.0000		0.6718	0.6875	1.0000	0.0000
1905	0.0039	1.0000	1.0000	1.0000		0.6407	0.6875	1.0000	0.0000
1910	0.0054	1.0000	1.0000	1.0000		0.6427	0.6875	1.0000	0.0000
1915	0.0043	1.0000	1.0000	1.0000		0.5493	0.6875	1.0000	0.0000
1920	0.0041	1.0000	1.0000	1.0000		0.7070	0.6875	1.0000	0.0000
1925	0.0045	1.0000	1.0000	1.0000		0.6248	0.6875	1.0000	0.0000
1930	0.0049	1.0000	1.0000	1.0000		0.6415	0.6875	1.0000	0.0000
1935	0.0042	1.0000	1.0000	1.0000		0.6811	0.6875	1.0000	0.0000
1940	0.0051	1.0000	1.0000	1.0000		0.6390	0.6875	1.0000	0.0000
1945	0.0047	1.0000	1.0000	1.0000		0.5818	0.6875	1.0000	0.0000
1950	0.0047	1.0000	1.0000	1.0000		0.6665	0.6875	1.0000	0.0000
1955	0.0043	1.0000	1.0000	1.0000		0.6610	0.6875	1.0000	0.0000
1960	0.0042	1.0000	1.0000	1.0000		0.5998	0.6875	1.0000	0.0000
1965	0.0081	1.0000	1.0000	1.0000		0.6733	0.6875	1.0000	0.0000
1970	0.0037	1.0000	1.0000	1.0000		0.6570	0.6875	1.0000	0.0000
1975	0.0050	1.0000	1.0000	1.0000		0.6997	0.6875	1.0000	0.0000
1980	0.0055	0.9935	0.9907	1.0000		0.6222	0.6875	1.0000	0.0000
1985	0.0047	1.0000	1.0000	1.0000		0.6510	0.6875	1.0000	0.0000
1990	0.0042	1.0000	1.0000	1.0000		0.5849	0.6875	1.0000	0.0000
1995	0.0043	1.0000	1.0000	1.0000		0.6908	0.6875	1.0000	0.0000
2000	0.0043	1.0000	1.0000	1.0000		0.5715	0.6875	1.0000	0.0000
2005	0.0036	1.0000	1.0000	1.0000		0.6215	0.6875	1.0000	0.0000
2010	0.0047	1.0000	1.0000	1.0000		0.6596	0.6875	1.0000	0.0000
2015	0.0040	1.0000	1.0000	1.0000		0.6557	0.6875	1.0000	0.0000
2020	0.0054	1.0000	1.0000	1.0000		0.6589	0.6875	1.0000	0.0000
2025	0.0057	1.0000	1.0000	1.0000		0.6372	0.6875	1.0000	0.0000
2030	0.0046	1.0000	1.0000	1.0000		0.5421	0.6875	1.0000	0.0000
2035	0.0042	1.0000	1.0000	1.0000		0.6809	0.6875	1.0000	0.0000
2040	0.0040	1.0000	1.0000	1.0000		0.6598	0.6875	1.0000	0.0000
2045	0.0045	1.0000	1.0000	1.0000		0.6480	0.6875	1.0000	0.0000
2050	0.0037	1.0000	1.0000	1.0000		0.6251	0.6875	1.0000	0.0000
2055	0.0055	1.0000	1.0000	1.0000		0.6324	0.6875	1.0000	0.0000
2060	0.0054	1.0000	1.0000	1.0000		0.5998	0.6875	1.0000	0.0000
2065	0.0035	1.0000	1.0000	1.0000		0.6324	0.6875	1.0000	0.0000
2070	0.0052	1.0000	1.0000	1.0000		0.6488	0.6875	1.0000	0.0000
2075	0.0049	1.0000	1.0000	1.0000		0.5978	0.6875	1.0000	0.0000
2080	0.0055	1.0000	1.0000	1.0000		0.6484	0.6875	1.0000	0.0000
2085	0.0035	1.0000	1.0000	1.0000		0.6422	0.6875	1.0000	0.0000
2090	0.0042	1.0000	1.0000	1.0000		0.6432	0.6875	1.0000	0.0000
2095	0.0058	0.9935	0.9907	1.0000		0.6775	0.6875	1.0000	0.0000
2100	0.0038	1.0000	1.0000	1.0000		0.6436	0.6875	1.0000	0.0000
2105	0.0078	0.9869	0.9907	0.9783		0.6915	0.6875	1.0000	0.0000
2110	0.0045	1.0000	1.0000	1.0000		0.6124	0.6875	1.0000	0.0000
2115	0.0059	0.9935	0.9907	1.0000		0.6725	0.6875	1.0000	0.0000
2120	0.0054	1.0000	1.0000	1.0000		0.6960	0.6875	1.0000	0.0000
2125	0.0053	1.0000	1.0000	1.0000		0.6166	0.6875	1.0000	0.0000
2130	0.0037	1.0000	1.0000	1.0000		0.6676	0.6875	1.0000	0.0000
2135	0.0048	1.0000	1.0000	1.0000		0.6057	0.6875	1.0000	0.0000
2140	0.0039	1.0000	1.0000	1.0000		0.6389	0.6875	1.0000	0.0000
2145	0.0073	1.0000	1.0000	1.0000		0.6509	0.6875	1.0000	0.0000
2150	0.0041	1.0000	1.0000	1.0000		0.4974	0.6875	1.0000	0.0000
2155	0.0038	1.0000	1.0000	1.0000		0.6789	0.6875	1.0000	0.0000
2160	0.0065	1.0000	1.0000	1.0000		0.5271	0.6875	1.0000	0.0000
2165	0.0057	1.0000	1.0000	1.0000		0.6065	0.6875	1.0000	0.0000
2170	0.0039	1.0000	1.0000	1.0000		0.6526	0.6875	1.0000	0.0000
2175	0.0040	1.0000	1.0000	1.0000		0.6185	0.6875	1.0000	0.0000
2180	0.0038	1.0000	1.0000	1.0000		0.6584	0.6875	1.0000	0.0000
2185	0.0058	1.0000	1.0000	1.0000		0.5966	0.6875	1.0000	0.0000
2190	0.0122	0.9935	1.0000	0.9783		0.7066	0.6875	1.0000	0.0000
2195	0.0038	1.0000	1.0000	1.0000		0.4605	0.6875	1.0000	0.0000
2200	0.0042	1.0000	1.0000	1.0000		0.6522	0.6875	1.0000	0.0000
2205	0.0043	1.0000	1.0000	1.0000		0.6656	0.6875	1.0000	0.0000
2210	0.0050	1.0000	1.0000	1.0000		0.6332	0.6875	1.0000	0.0000
2215	0.0040	1.0000	1.0000	1.0000		0.6873	0.6875	1.0000	0.0000
2220	0.0051	1.0000	1.0000	1.0000		0.7197	0.6875	1.0000	0.0000
2225	0.0043	1.0000	1.0000	1.0000		0.6923	0.6875	1.0000	0.0000
2230	0.0051	1.0000	1.0000	1.0000		0.6758	0.6875	1.0000	0.0000
2235	0.0039	1.0000	1.0000	1.0000		0.4628	0.6875	1.0000	0.0000
2240	0.0042	1.0000	1.0000	1.0000		0.5126	0.6875	1.0000	0.0000
2245	0.0046	1.0000	1.0000	1.0000		0.6530	0.6875	1.0000	0.0000
2250	0.0041	1.0000	1.0000	1.0000		0.6313	0.6875	1.0000	0.0000
2255	0.0036	1.0000	1.0000	1.0000		0.6039	0.6875	1.0000	0.0000
2260	0.0048	1.0000	1.0000	1.0000		0.6239	0.6875	1.0000	0.0000
2265	0.0040	1.0000	1.0000	1.0000		0.6988	0.6875	1.0000	0.0000
2270	0.0052	1.0000	1.0000	1.0000		0.6385	0.6875	1.0000	0.0000
2275	0.0056	1.0000	1.0000	1.0000		0.5395	0.6875	1.0000	0.0000
2280	0.0047	1.0000	1.0000	1.0000		0.5712	0.6875	1.0000	0.0000
2285	0.0050	0.9935	0.9907	1.0000		0.6245	0.6875	1.0000	0.0000
2290	0.0055	1.0000	1.0000	1.0000		0.6881	0.6875	1.0000	0.0000
2295	0.0047	1.0000	1.0000	1.0000		0.5865	0.6875	1.0000	0.0000
2300	0.0055	1.0000	1.0000	1.0000		0.4718	0.6875	1.0000	0.0000
2305	0.0050	1.0000	1.0000	1.0000		0.5440	0.6875	1.0000	0.0000
2310	0.0048	1.0000	1.0000	1.0000		0.6035	0.6875	1.0000	0.0000
2315	0.0045	1.0000	1.0000	1.0000		0.6461	0.6875	1.0000	0.0000
2320	0.0036	1.0000	1.0000	1.0000		0.7113	0.6875	1.0000	0.0000
2325	0.0038	1.0000	1.0000	1.0000		0.6685	0.6875	1.0000	0.0000
2330	0.0042	1.0000	1.0000	1.0000		0.6284	0.6875	1.0000	0.0000
2335	0.0046	1.0000	1.0000	1.0000		0.6879	0.6875	1.0000	0.0000
2340	0.0038	1.0000	1.0000	1.0000		0.5652	0.6875	1.0000	0.0000
2345	0.0039	1.0000	1.0000	1.0000		0.5702	0.6875	1.0000	0.0000
2350	0.0106	0.9935	1.0000	0.9783		0.5783	0.6875	1.0000	0.0000
2355	0.0043	1.0000	1.0000	1.0000		0.5922	0.6875	1.0000	0.0000
2360	0.0065	0.9935	0.9907	1.0000		0.5602	0.6875	1.0000	0.0000
2365	0.0041	1.0000	1.0000	1.0000		0.6538	0.6875	1.0000	0.0000
2370	0.0057	1.0000	1.0000	1.0000		0.4733	0.6875	1.0000	0.0000
2375	0.0110	0.9935	1.0000	0.9783		0.6391	0.6875	1.0000	0.0000
2380	0.0036	1.0000	1.0000	1.0000		0.6566	0.6875	1.0000	0.0000
2385	0.0091	0.9935	1.0000	0.9783		0.5770	0.6875	1.0000	0.0000
2390	0.0066	0.9935	0.9907	1.0000		0.6892	0.6875	1.0000	0.0000
2395	0.0046	1.0000	1.0000	1.0000		0.6694	0.6875	1.0000	0.0000
2400	0.0069	1.0000	1.0000	1.0000		0.6921	0.6875	1.0000	0.0000
2405	0.0058	1.0000	1.0000	1.0000		0.5862	0.6875	1.0000	0.0000
2410	0.0040	1.0000	1.0000	1.0000		0.5944	0.6875	1.0000	0.0000
2415	0.0050	1.0000	1.0000	1.0000		0.6865	0.6875	1.0000	0.0000
2420	0.0031	1.0000	1.0000	1.0000		0.6661	0.6875	1.0000	0.0000
2425	0.0078	0.9935	0.9907	1.0000		0.6915	0.6875	1.0000	0.0000
2430	0.0047	1.0000	1.0000	1.0000		0.6581	0.6875	1.0000	0.0000
2435	0.0047	1.0000	1.0000	1.0000		0.7015	0.6875	1.0000	0.0000
2440	0.0037	1.0000	1.0000	1.0000		0.6260	0.6875	1.0000	0.0000
2445	0.0043	1.0000	1.0000	1.0000		0.7267	0.6875	1.0000	0.0000
2450	0.0045	1.0000	1.0000	1.0000		0.6168	0.6875	1.0000	0.0000
2455	0.0036	1.0000	1.0000	1.0000		0.5974	0.6875	1.0000	0.0000
2460	0.0041	1.0000	1.0000	1.0000		0.6541	0.6875	1.0000	0.0000
2465	0.0051	1.0000	1.0000	1.0000		0.6329	0.6875	1.0000	0.0000
2470	0.0051	1.0000	1.0000	1.0000		0.6659	0.6875	1.0000	0.0000
2475	0.0083	0.9935	1.0000	0.9783		0.6733	0.6875	1.0000	0.0000
2480	0.0083	0.9869	0.9813	1.0000		0.6652	0.6875	1.0000	0.0000
2485	0.0058	1.0000	1.0000	1.0000		0.6338	0.6875	1.0000	0.0000
2490	0.0049	1.0000	1.0000	1.0000		0.6730	0.6875	1.0000	0.0000
2495	0.0046	1.0000	1.0000	1.0000		0.6355	0.6875	1.0000	0.0000
2500	0.0057	0.9935	0.9907	1.0000		0.6448	0.6875	1.0000	0.0000
2505	0.0056	1.0000	1.0000	1.0000		0.6285	0.6875	1.0000	0.0000
2510	0.0035	1.0000	1.0000	1.0000		0.6989	0.6875	1.0000	0.0000
2515	0.0070	0.9935	0.9907	1.0000		0.6029	0.6875	1.0000	0.0000
2520	0.0051	1.0000	1.0000	1.0000		0.6447	0.6875	1.0000	0.0000
2525	0.0046	1.0000	1.0000	1.0000		0.6454	0.6875	1.0000	0.0000
2530	0.0043	1.0000	1.0000	1.0000		0.6634	0.6875	1.0000	0.0000
2535	0.0042	1.0000	1.0000	1.0000		0.6644	0.6875	1.0000	0.0000
2540	0.0049	1.0000	1.0000	1.0000		0.4879	0.6875	1.0000	0.0000
2545	0.0054	1.0000	1.0000	1.0000		0.5812	0.6875	1.0000	0.0000
2550	0.0042	1.0000	1.0000	1.0000		0.6852	0.6875	1.0000	0.0000
2555	0.0049	1.0000	1.0000	1.0000		0.6932	0.6875	1.0000	0.0000
2560	0.0040	1.0000	1.0000	1.0000		0.5085	0.6875	1.0000	0.0000
2565	0.0056	0.9935	0.9907	1.0000		0.6781	0.6875	1.0000	0.0000
2570	0.0072	0.9935	0.9907	1.0000		0.7101	0.6875	1.0000	0.0000
2575	0.0052	1.0000	1.0000	1.0000		0.6566	0.6875	1.0000	0.0000
2580	0.0038	1.0000	1.0000	1.0000		0.6477	0.6875	1.0000	0.0000
2585	0.0042	1.0000	1.0000	1.0000		0.6872	0.6875	1.0000	0.0000
2590	0.0044	1.0000	1.0000	1.0000		0.6488	0.6875	1.0000	0.0000
2595	0.0055	0.9935	0.9907	1.0000		0.6361	0.6875	1.0000	0.0000
2600	0.0057	0.9935	0.9907	1.0000		0.6898	0.6875	1.0000	0.0000
2605	0.0041	1.0000	1.0000	1.0000		0.6254	0.6875	1.0000	0.0000
2610	0.0043	1.0000	1.0000	1.0000		0.6961	0.6875	1.0000	0.0000
2615	0.0043	1.0000	1.0000	1.0000		0.6057	0.6875	1.0000	0.0000
2620	0.0075	0.9935	1.0000	0.9783		0.6924	0.6875	1.0000	0.0000
2625	0.0039	1.0000	1.0000	1.0000		0.7019	0.6875	1.0000	0.0000
2630	0.0043	0.9935	0.9907	1.0000		0.6645	0.6875	1.0000	0.0000
2635	0.0051	1.0000	1.0000	1.0000		0.6608	0.6875	1.0000	0.0000
2640	0.0038	1.0000	1.0000	1.0000		0.6882	0.6875	1.0000	0.0000
2645	0.0041	1.0000	1.0000	1.0000		0.6191	0.6875	1.0000	0.0000
2650	0.0055	1.0000	1.0000	1.0000		0.6396	0.6875	1.0000	0.0000
2655	0.0046	1.0000	1.0000	1.0000		0.5738	0.6875	1.0000	0.0000
2660	0.0062	0.9935	0.9907	1.0000		0.6822	0.6875	1.0000	0.0000
2665	0.0039	1.0000	1.0000	1.0000		0.6234	0.6875	1.0000	0.0000
2670	0.0038	1.0000	1.0000	1.0000		0.6791	0.6875	1.0000	0.0000
2675	0.0053	1.0000	1.0000	1.0000		0.4380	0.6875	1.0000	0.0000
2680	0.0035	1.0000	1.0000	1.0000		0.6399	0.6875	1.0000	0.0000
2685	0.0044	1.0000	1.0000	1.0000		0.6944	0.6875	1.0000	0.0000
2690	0.0043	1.0000	1.0000	1.0000		0.5951	0.6875	1.0000	0.0000
2695	0.0035	1.0000	1.0000	1.0000		0.5715	0.6875	1.0000	0.0000
2700	0.0035	1.0000	1.0000	1.0000		0.6973	0.6875	1.0000	0.0000
2705	0.0042	1.0000	1.0000	1.0000		0.6507	0.6875	1.0000	0.0000
2710	0.0059	0.9935	0.9907	1.0000		0.5650	0.6875	1.0000	0.0000
2715	0.0043	1.0000	1.0000	1.0000		0.6691	0.6875	1.0000	0.0000
2720	0.0034	1.0000	1.0000	1.0000		0.6608	0.6875	1.0000	0.0000
2725	0.0043	1.0000	1.0000	1.0000		0.6785	0.6875	1.0000	0.0000
2730	0.0051	1.0000	1.0000	1.0000		0.7025	0.6875	1.0000	0.0000
2735	0.0048	1.0000	1.0000	1.0000		0.7255	0.6875	1.0000	0.0000
2740	0.0049	1.0000	1.0000	1.0000		0.5644	0.6875	1.0000	0.0000
2745	0.0050	1.0000	1.0000	1.0000		0.6389	0.6875	1.0000	0.0000
2750	0.0045	1.0000	1.0000	1.0000		0.4861	0.6875	1.0000	0.0000
2755	0.0043	1.0000	1.0000	1.0000		0.6404	0.6875	1.0000	0.0000
2760	0.0034	1.0000	1.0000	1.0000		0.6537	0.6875	1.0000	0.0000
2765	0.0036	1.0000	1.0000	1.0000		0.6910	0.6875	1.0000	0.0000
2770	0.0054	1.0000	1.0000	1.0000		0.6540	0.6875	1.0000	0.0000
2775	0.0043	1.0000	1.0000	1.0000		0.7458	0.6875	1.0000	0.0000
2780	0.0097	0.9935	1.0000	0.9783		0.5464	0.6875	1.0000	0.0000
2785	0.0036	1.0000	1.0000	1.0000		0.6643	0.6875	1.0000	0.0000
2790	0.0076	0.9935	0.9907	1.0000		0.6884	0.6875	1.0000	0.0000
