Program ID of Predictive Network training:5103

Program command: 
 ['TrainPredictNet.py', '/home/hxie1/temp_netParameters/OvarianCancer/Predict', '/home/hxie1/data/OvarianCancerCT/Extract_uniform/trainImages_zoom_147_281_281', '/home/hxie1/data/OvarianCancerCT/Extract_uniform/testImages_zoom_147_281_281', '/home/hxie1/data/OvarianCancerCT/Extract_uniform/patientResponseDict.json', 'image3dZoom']

Major program changes: 
                      the nunmber of filters in 1st layer in V model = 96
                      latent Vector size: 1536*51*49 (featureMap* slices * axisPlaneLatentVector)
                      PredictModel is convsDenseModule+FC network.
                      there total 162 patient data, in which, 130 with smaller patientId as training data, 
                                                          and 32 with bigger patientID as test data

Experiment setting for Latent to response:
Input: 1536*51*49 Tensor as latent vector,
       where 1536 is the  number of filter at the bottleneck of V model, 
             51 is the number of slices of ROI CT image with size 51*281*281 for input to V model, 
             49 =7*7 is the flatted feature map for each filter.

Predictive Model: 1,  first 4-layer dense conv block reducing feature space into 768 with tensor size 768*51*49 
                  2,  and 4 dense conv blocks each of which includes a stride 2 conv and 4-layers dense conv block; now the the tensor is with size 48*2*2
                  3,  and a simple conv-batchNorm-Relu layer with filter size(2,2) change the tensor with size of  48*1;
                  4,  and 2 fully connected layers  changes the tensor into size 2*1;
                  5  final a softmax for binary classification;
                  Total network learning parameters are 29 millions.
                  Network architecture is referred at https://github.com/Hui-Xie/OvarianCancer/blob/master/LatentPredictModel.py

Loss Function:   Cross Entropy with weight [3.3, 1.4] for [0,1] class separately, as [0,1] uneven distribution.

Data:            training data has 130 patients, and test data has 32 patients with training/test rate 80/20.

Training strategy:  50% probability of data are mixed up with beta distribution with alpha =0.4, to feed into network for training. 
                    No other data augmentation, and no dropout.
                                                          
                                                         
Experiment setting for Image3d Zoom to response:
Input: 147*281*281 scaled 3D CT raw image as numpy array 
       
others same with Image3d ROI model.


Experiment setting for Image3d ROI to response:
Input: 147*281*281  3D CT raw image ROI as numpy array 
       
Predictive Model: 1,  first 3-layer dense conv block with channel size 24.
                  2,  and 6 dense conv DownBB blocks,  each of which includes a stride 2 conv and 3-layers dense conv block; 
                  3,  and 3 fully connected layers  changes the tensor into size 2*1;
                  4,  final a softmax for binary classification;
                  Total network learning parameters are 236K.
                  Network architecture is referred at https://github.com/Hui-Xie/OvarianCancer/blob/master/Image3dPredictModel.py

Loss Function:   Cross Entropy with weight [3.3, 1.4] for [0,1] class separately, as [0,1] uneven distribution.

Data:            training data has 130 patients, and test data has 32 patients with training/test rate 80/20.

Training strategy:  50% probability of data are mixed up with beta distribution with alpha =0.4, to feed into network for training. 
                    No other data augmentation, and no dropout.  
                    
                    change patience of learningRate scheduler to 30.                                         

            

Program starting Time: 2019-06-03 16:06:29.243880
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/Predict

Now program get 130 input files.
Now program get 32 input files.
TrainData Input:  batchSize=4, depth=147, height=281, width=281, NumClassfication=2

TestData Input:  batchSize=4, depth=147, height=281, width=281, NumClassfication=2

Info: the size of bottle neck in the net = 24* (1, 3, 3)

Info: program uses Mixup with alpha=0.4, and mixupProb = 0.5.
Network trains from scratch.
Network has total 236,648 parameters.
Infor: Cross Entropy Weight: [3.3333333333333335, 1.4285714285714286] for label[0, 1]
Info: program will use 4 GPUs.
Loss Functions List: FocalCELoss with weight of 1; 
Hints: Optimal_Result = Yes = 1,  Optimal_Result = No = 0 


Epoch		TrLoss	TrainAccuracy	TsLoss	TestAccuracy
235		0.1731	0.62500		0.1675	0.81250
236		0.1733	0.63333		0.1681	0.81250
237		0.1741	0.60000		0.1681	0.81250
238		0.1722	0.73438		0.1672	0.81250
239		0.1738	0.66667		0.1672	0.81250
240		0.1737	0.61364		0.1681	0.81250
241		0.1732	0.62500		0.1675	0.81250
242		0.1727	0.71875		0.1675	0.81250
243		0.1737	0.68421		0.1681	0.81250
244		0.1732	0.69231		0.1682	0.81250
245		0.1743	0.61765		0.1688	0.81250
246		0.1733	0.65278		0.1682	0.81250
247		0.1734	0.62500		0.1672	0.81250
248		0.1721	0.70000		0.1682	0.81250
249		0.1712	0.69118		0.1681	0.81250
250		0.1723	0.70833		0.1672	0.81250
251		0.1733	0.64286		0.1681	0.81250
252		0.1725	0.72059		0.1681	0.81250
253		0.1733	0.67647		0.1675	0.81250
254		0.1725	0.71429		0.1681	0.81250
255		0.1728	0.70312		0.1672	0.81250
256		0.1735	0.65278		0.1682	0.81250
257		0.1720	0.68750		0.1688	0.81250
258		0.1732	0.63235		0.1672	0.81250
259		0.1723	0.67188		0.1672	0.81250
260		0.1730	0.67857		0.1661	0.81250
261		0.1718	0.70000		0.1681	0.81250
262		0.1736	0.66250		0.1675	0.81250
263		0.1737	0.58333		0.1672	0.81250
264		0.1725	0.69444		0.1681	0.81250
265		0.1727	0.66667		0.1682	0.81250
266		0.1729	0.65000		0.1682	0.81250
267		0.1732	0.68056		0.1682	0.81250
268		0.1738	0.73077		0.1666	0.81250
269		0.1732	0.67105		0.1682	0.81250
270		0.1724	0.72222		0.1672	0.81250
271		0.1731	0.68333		0.1682	0.81250
272		0.1734	0.66071		0.1675	0.81250
273		0.1722	0.75000		0.1682	0.81250
274		0.1719	0.68333		0.1682	0.81250
275		0.1729	0.69231		0.1682	0.81250
276		0.1720	0.68750		0.1675	0.81250
277		0.1727	0.73529		0.1688	0.81250
278		0.1727	0.69118		0.1681	0.81250
279		0.1731	0.68750		0.1681	0.81250
280		0.1733	0.69048		0.1688	0.81250
281		0.1724	0.73750		0.1675	0.81250
282		0.1725	0.72222		0.1675	0.81250
283		0.1728	0.72917		0.1672	0.81250
284		0.1722	0.70833		0.1675	0.81250
285		0.1721	0.73438		0.1681	0.81250
286		0.1734	0.71667		0.1681	0.81250
287		0.1742	0.63235		0.1681	0.81250
288		0.1723	0.67857		0.1681	0.81250
289		0.1725	0.70000		0.1688	0.81250
290		0.1715	0.66667		0.1681	0.81250
291		0.1726	0.67105		0.1688	0.81250
292		0.1742	0.69231		0.1688	0.81250
293		0.1739	0.63462		0.1681	0.81250
294		0.1742	0.63235		0.1675	0.81250
295		0.1719	0.68750		0.1682	0.81250
296		0.1726	0.70312		0.1675	0.81250
297		0.1722	0.68750		0.1675	0.81250
298		0.1731	0.71053		0.1675	0.81250
299		0.1746	0.67188		0.1682	0.81250
300		0.1736	0.69231		0.1682	0.81250
301		0.1731	0.69643		0.1675	0.81250
302		0.1726	0.73438		0.1675	0.81250
303		0.1724	0.70455		0.1675	0.81250
304		0.1740	0.65000		0.1682	0.81250
305		0.1728	0.60000		0.1675	0.81250
306		0.1730	0.71429		0.1682	0.81250
307		0.1738	0.68333		0.1675	0.81250
308		0.1736	0.70455		0.1682	0.81250
309		0.1728	0.65625		0.1682	0.81250
310		0.1721	0.68750		0.1682	0.81250
311		0.1739	0.63889		0.1682	0.81250
312		0.1728	0.68750		0.1675	0.81250
313		0.1717	0.65789		0.1688	0.81250
314		0.1720	0.70312		0.1666	0.81250
315		0.1726	0.67857		0.1682	0.81250
316		0.1727	0.70000		0.1682	0.81250
317		0.1730	0.63158		0.1682	0.81250
318		0.1720	0.75000		0.1675	0.81250
319		0.1719	0.66071		0.1675	0.81250
320		0.1733	0.67500		0.1682	0.81250
321		0.1719	0.65000		0.1675	0.81250
322		0.1726	0.69643		0.1669	0.81250
323		0.1728	0.61842		0.1675	0.81250
324		0.1729	0.65385		0.1682	0.81250
325		0.1733	0.62500		0.1682	0.81250
326		0.1729	0.67857		0.1675	0.81250
327		0.1725	0.69643		0.1675	0.81250
328		0.1723	0.68750		0.1675	0.81250
329		0.1721	0.75000		0.1682	0.81250
330		0.1716	0.73333		0.1682	0.81250
331		0.1719	0.64286		0.1688	0.81250
332		0.1723	0.67188		0.1675	0.81250
333		0.1726	0.68333		0.1682	0.81250
334		0.1729	0.61765		0.1682	0.81250
335		0.1726	0.64062		0.1666	0.81250
336		0.1725	0.70588		0.1688	0.81250
337		0.1711	0.70833		0.1675	0.81250
338		0.1728	0.72059		0.1682	0.81250
339		0.1730	0.65909		0.1682	0.81250
340		0.1727	0.73611		0.1672	0.81250
341		0.1723	0.64474		0.1666	0.81250
342		0.1734	0.69444		0.1682	0.81250
343		0.1727	0.70312		0.1682	0.81250
344		0.1722	0.70833		0.1682	0.81250
345		0.1735	0.70312		0.1666	0.81250
346		0.1730	0.69048		0.1682	0.81250
347		0.1733	0.63095		0.1682	0.81250
348		0.1707	0.75000		0.1682	0.81250
349		0.1727	0.75000		0.1681	0.81250
350		0.1733	0.68750		0.1672	0.81250
351		0.1724	0.71667		0.1675	0.81250
352		0.1720	0.71429		0.1681	0.81250
353		0.1720	0.77500		0.1675	0.81250
354		0.1728	0.66250		0.1675	0.81250
355		0.1709	0.67188		0.1672	0.81250
356		0.1720	0.73333		0.1675	0.81250
357		0.1735	0.64062		0.1681	0.81250
358		0.1708	0.75000		0.1681	0.81250
359		0.1725	0.71667		0.1681	0.81250
360		0.1733	0.70000		0.1675	0.81250
361		0.1729	0.66667		0.1681	0.81250
362		0.1732	0.67308		0.1681	0.81250
363		0.1727	0.72059		0.1681	0.81250
364		0.1730	0.68333		0.1681	0.81250
365		0.1730	0.73214		0.1681	0.81250
366		0.1731	0.70000		0.1681	0.81250
367		0.1725	0.64474		0.1688	0.81250
368		0.1736	0.65385		0.1681	0.81250
369		0.1722	0.75000		0.1681	0.81250
370		0.1736	0.69737		0.1681	0.81250
371		0.1730	0.66176		0.1681	0.81250
372		0.1724	0.69444		0.1675	0.81250
373		0.1712	0.73438		0.1681	0.81250
374		0.1713	0.59615		0.1675	0.81250
375		0.1713	0.72222		0.1666	0.81250
376		0.1718	0.70000		0.1675	0.81250
377		0.1727	0.61765		0.1675	0.81250
378		0.1733	0.58824		0.1681	0.81250
379		0.1726	0.68750		0.1688	0.81250
380		0.1732	0.67188		0.1681	0.81250
381		0.1720	0.71429		0.1675	0.81250
382		0.1723	0.70833		0.1681	0.81250
383		0.1747	0.62500		0.1672	0.81250
384		0.1719	0.73529		0.1681	0.81250
385		0.1735	0.64706		0.1688	0.81250
386		0.1708	0.71429		0.1675	0.81250
387		0.1717	0.70312		0.1672	0.81250
388		0.1723	0.72059		0.1675	0.81250
389		0.1735	0.70833		0.1675	0.81250
390		0.1732	0.63158		0.1681	0.81250
391		0.1729	0.71667		0.1681	0.81250
392		0.1728	0.71429		0.1688	0.81250
393		0.1730	0.75000		0.1666	0.81250
394		0.1731	0.71250		0.1681	0.81250
395		0.1726	0.72917		0.1675	0.81250
396		0.1718	0.67188		0.1681	0.81250
397		0.1734	0.67857		0.1688	0.81250
398		0.1719	0.76923		0.1675	0.81250
399		0.1738	0.57143		0.1688	0.81250
400		0.1729	0.65000		0.1681	0.81250
401		0.1730	0.65385		0.1681	0.81250
402		0.1731	0.71875		0.1681	0.81250
403		0.1723	0.69118		0.1688	0.81250
404		0.1729	0.62500		0.1681	0.81250
405		0.1728	0.73077		0.1688	0.81250
406		0.1728	0.69118		0.1681	0.81250
407		0.1737	0.64583		0.1681	0.81250
408		0.1739	0.66250		0.1681	0.81250
409		0.1740	0.62500		0.1672	0.81250
410		0.1716	0.68056		0.1681	0.81250
411		0.1729	0.70000		0.1675	0.81250
412		0.1722	0.63333		0.1672	0.81250
413		0.1743	0.67105		0.1675	0.81250
414		0.1730	0.67308		0.1681	0.81250
415		0.1721	0.73333		0.1688	0.81250
416		0.1714	0.80263		0.1675	0.81250
417		0.1729	0.68750		0.1666	0.81250
418		0.1717	0.71429		0.1675	0.81250
419		0.1734	0.67647		0.1681	0.81250
420		0.1714	0.71875		0.1681	0.81250
421		0.1731	0.66667		0.1681	0.81250
422		0.1719	0.66667		0.1681	0.81250
423		0.1744	0.53571		0.1666	0.81250
424		0.1726	0.65909		0.1681	0.81250
425		0.1740	0.70833		0.1681	0.81250
426		0.1732	0.67188		0.1688	0.81250
427		0.1736	0.66667		0.1675	0.81250
428		0.1721	0.70833		0.1681	0.81250
429		0.1723	0.56250		0.1681	0.81250
430		0.1730	0.70833		0.1675	0.81250
431		0.1734	0.69118		0.1681	0.81250
432		0.1722	0.67308		0.1688	0.81250
433		0.1723	0.69444		0.1675	0.81250
434		0.1712	0.63333		0.1675	0.81250
435		0.1734	0.67308		0.1681	0.81250
436		0.1735	0.61905		0.1675	0.81250
437		0.1729	0.70000		0.1681	0.81250
438		0.1736	0.65789		0.1675	0.81250
439		0.1724	0.68750		0.1681	0.81250
440		0.1729	0.67500		0.1675	0.81250
441		0.1736	0.67857		0.1688	0.81250
442		0.1730	0.66176		0.1681	0.81250
443		0.1736	0.67105		0.1681	0.81250
444		0.1730	0.71875		0.1681	0.81250
445		0.1725	0.67188		0.1666	0.81250
446		0.1732	0.68333		0.1681	0.81250
447		0.1729	0.70588		0.1672	0.81250
448		0.1717	0.67857		0.1675	0.81250
449		0.1729	0.71429		0.1675	0.81250
450		0.1734	0.69737		0.1688	0.81250
451		0.1732	0.68750		0.1681	0.81250
452		0.1738	0.71667		0.1681	0.81250
453		0.1717	0.71053		0.1675	0.81250
454		0.1727	0.65000		0.1675	0.81250
455		0.1727	0.61765		0.1688	0.81250
456		0.1727	0.67647		0.1675	0.81250
457		0.1708	0.66071		0.1688	0.81250
458		0.1738	0.69048		0.1675	0.81250
459		0.1718	0.56250		0.1681	0.81250
460		0.1733	0.71875		0.1681	0.81250
461		0.1739	0.67105		0.1681	0.81250
462		0.1722	0.69444		0.1681	0.81250
463		0.1727	0.70588		0.1681	0.81250
464		0.1719	0.76667		0.1681	0.81250
465		0.1721	0.70588		0.1688	0.81250
466		0.1736	0.68056		0.1675	0.81250
467		0.1737	0.65278		0.1681	0.81250
468		0.1722	0.71875		0.1675	0.81250
469		0.1734	0.64773		0.1675	0.81250
470		0.1741	0.69444		0.1675	0.81250
471		0.1730	0.67188		0.1681	0.81250
472		0.1727	0.63158		0.1681	0.81250
473		0.1739	0.65789		0.1681	0.81250
474		0.1731	0.69737		0.1681	0.81250
475		0.1710	0.69444		0.1675	0.81250
476		0.1730	0.70312		0.1675	0.81250
477		0.1710	0.71875		0.1675	0.81250
