Program ID: 14444

Program command: 
 ['TrainResAttentionNet.py', '/home/hxie1/temp_netParameters/OvarianCancer/ResNeXtAtten', '/home/hxie1/data/OvarianCancerCT/Extract_ps2_2_5/images_npy', '/home/hxie1/data/OvarianCancerCT/patientResponseDict.json', '2']

Major program changes: 
            ResNeXt-based Attention Net: use 2D network to implement 3D convolution without losing 3D context information. 
            0   the input is a 3D full volume without any cropping; 
            1   Use slices as features channels in convolutions,  and use 1*1 convolution along slices direction to implement z direction convolution followed by 3*3 convolutino inside slice planes;
                It just uses three cascading 2D convolutions (first z, then xy, and z direction again) to implement 3D convolution, like in the paper of ResNeXt below.
                The benefits of this design:
                A   reduce network parameters, hoping to reducing overfitting;
                B   speed up training;
                C   this implemented 3D convolutions are all in full slices space;
            2   use group convolution to implement thick slice convolution to increase the network representation capability;
            3   Use ResNeXt-based module like Paper "Aggregated Residual Transformations for Deep Neural Networks " 
                (Link: http://openaccess.thecvf.com/content_cvpr_2017/html/Xie_Aggregated_Residual_Transformations_CVPR_2017_paper.html);
            4   use rich 2D affine transforms slice by slice and concatenate them to implement 3D data augmentation;
            5   20% data for independent test, remaining 80% data for 4-fold cross validation;
            6   add lossweight to adjust positive samples to 3/7 posweight in BCEWithLogitsLoss;
            
            Update:
            1    reduced network parameters to 3.14 million in July 27th, 2019, 0840am
            2    at 15:00 of July 27th, 2019, reduce network parameter again. Now each stage has 160 filters, with 1.235 million parameters
            3    keep 2) parameter, change all maxpooling into average pooling.
            
Discarded changes:                  
                  

Experiment setting:
Input CT data: maximum size 140*251*251 (zyx) of 3D numpy array with spacing size(5*2*2)
Ground truth: response binary label

Predictive Model: 

response Loss Function:  BCELogitLoss

Data:   training data has 169 patients 

Training strategy: 

          

Program starting Time: 2019-07-27 19:58:22.142652
Info: netPath = /home/hxie1/temp_netParameters/OvarianCancer/ResNeXtAtten

Info: this is the 2th fold leave for test in the 4-fold cross-validation, with 20.0% of data for independent test.

Infor: In all data of 169 files, label 0 has 51 files,
	  and label 1 has 118 files, where positive response rate = 0.6982248520710059 in full data
Infor: the independent test set has 34 files,and Training including validation Set has 135 files which will be divided into 4 folds.
In the independent test set of 34 files, 0 has 10, 1 has 24, the rate of 1s is 0.7058823529411765
In this test_2 dataset, total 34 files, where 1 has 24 with rate of 0.7058823529411765
In this train_2 dataset, total 102 files, where 1 has 71 with rate of 0.696078431372549
In this validation_2 dataset, total 33 files, where 1 has 23 with rate of 0.696969696969697
=== Network trains from scratch ====
Network has total 1,235,220 parameters.
Info: program will use 2 GPUs.
Loss Functions List: BCEWithLogitsLoss with weight of 1; 

Hints: Optimal_Result = Yes = 1,  Optimal_Result = No = 0 

Epoch	TrLoss	Accura	TPR_r	TNR_r		VaLoss	Accura	TPR_r	TNR_r		TeLoss	Accura	TPR_r	TNR_r
110	0.0591	0.9804	0.9859	0.9677		1.1299	0.5758	0.5652	0.6000		0.7908	0.6176	0.6667	0.5000
115	0.0810	0.9706	0.9718	0.9677		1.1869	0.5758	0.5652	0.6000		0.8705	0.6176	0.6667	0.5000
120	0.0915	0.9510	0.9437	0.9677		1.1893	0.6364	0.6957	0.5000		0.9063	0.6176	0.6667	0.5000
125	0.1393	0.9510	0.9437	0.9677		1.2700	0.5152	0.4783	0.6000		0.9723	0.4706	0.4583	0.5000
130	0.0429	0.9804	0.9718	1.0000		1.3350	0.5758	0.6087	0.5000		0.9844	0.6176	0.6667	0.5000
135	0.0502	0.9706	0.9577	1.0000		1.1923	0.4848	0.4348	0.6000		0.9333	0.5294	0.5417	0.5000
140	0.1364	0.9706	0.9859	0.9355		1.2230	0.5152	0.4783	0.6000		0.9165	0.5000	0.5000	0.5000
145	0.0804	0.9412	0.9155	1.0000		1.3512	0.4545	0.3913	0.6000		0.9207	0.5000	0.5000	0.5000
150	0.1956	0.9118	0.9155	0.9032		1.3640	0.6667	0.6957	0.6000		0.9602	0.7059	0.7917	0.5000
155	0.0628	0.9706	0.9718	0.9677		1.3325	0.6364	0.6522	0.6000		0.8665	0.6471	0.7083	0.5000
160	0.0333	1.0000	1.0000	1.0000		1.3370	0.6364	0.7391	0.4000		0.8707	0.6765	0.7917	0.4000
165	0.0891	0.9608	0.9577	0.9677		1.3384	0.5152	0.4783	0.6000		0.8776	0.5588	0.5417	0.6000
170	0.0455	0.9510	0.9296	1.0000		1.3092	0.6667	0.6957	0.6000		0.9013	0.7059	0.7917	0.5000
175	0.0742	0.9608	0.9718	0.9355		1.2691	0.5758	0.5652	0.6000		0.8113	0.5882	0.6250	0.5000
180	0.0841	0.9608	0.9718	0.9355		1.2580	0.6061	0.6087	0.6000		0.8456	0.6176	0.6667	0.5000
185	0.1569	0.9608	0.9577	0.9677		1.2339	0.5758	0.5652	0.6000		0.8723	0.5588	0.5833	0.5000
190	0.0665	0.9510	0.9437	0.9677		1.2389	0.6364	0.6522	0.6000		0.8451	0.6765	0.7500	0.5000
195	0.0512	0.9706	0.9718	0.9677		1.2654	0.6061	0.6087	0.6000		0.8693	0.6176	0.6667	0.5000
200	0.1594	0.9608	0.9577	0.9677		1.3766	0.4545	0.3913	0.6000		0.9196	0.5294	0.5000	0.6000
205	0.0469	0.9706	0.9577	1.0000		1.2548	0.5152	0.4783	0.6000		0.9048	0.5588	0.5833	0.5000
210	0.0412	0.9706	0.9718	0.9677		1.2791	0.5758	0.5652	0.6000		0.8825	0.6176	0.6667	0.5000
215	0.0360	0.9804	0.9718	1.0000		1.2926	0.6667	0.6957	0.6000		0.8715	0.7059	0.7917	0.5000
220	0.0584	0.9706	0.9718	0.9677		1.2398	0.6667	0.6957	0.6000		0.9239	0.6471	0.7083	0.5000
225	0.0378	0.9706	0.9577	1.0000		1.2698	0.6364	0.6522	0.6000		0.9123	0.6471	0.7083	0.5000
230	0.0411	0.9804	0.9718	1.0000		1.3019	0.6667	0.6957	0.6000		0.9365	0.7059	0.7917	0.5000
235	0.0229	1.0000	1.0000	1.0000		1.3000	0.6061	0.6087	0.6000		0.9110	0.6176	0.6667	0.5000
240	0.0429	0.9902	0.9859	1.0000		1.2637	0.5758	0.5652	0.6000		0.8624	0.5882	0.6250	0.5000
245	0.0453	0.9804	0.9718	1.0000		1.2975	0.5455	0.5217	0.6000		0.8949	0.5588	0.5833	0.5000
250	0.0417	0.9706	0.9577	1.0000		1.3011	0.6061	0.6087	0.6000		0.8239	0.6471	0.7083	0.5000
255	0.0429	0.9804	0.9718	1.0000		1.2704	0.6061	0.6087	0.6000		0.9101	0.6176	0.6667	0.5000
260	0.0246	0.9902	0.9859	1.0000		1.2422	0.5758	0.5652	0.6000		0.9399	0.5588	0.5833	0.5000
265	0.0601	0.9608	0.9437	1.0000		1.2554	0.6061	0.6087	0.6000		0.9197	0.6471	0.7083	0.5000
270	0.0471	0.9902	0.9859	1.0000		1.3002	0.6061	0.6087	0.6000		0.9191	0.6176	0.6667	0.5000
275	0.0463	0.9706	0.9577	1.0000		1.2882	0.6061	0.6087	0.6000		0.9211	0.6471	0.7083	0.5000
280	0.0258	0.9804	0.9718	1.0000		1.3389	0.5758	0.5652	0.6000		0.9068	0.5588	0.5833	0.5000
285	0.0497	0.9804	0.9718	1.0000		1.2764	0.5758	0.5652	0.6000		0.9174	0.5882	0.6250	0.5000
290	0.0445	0.9608	0.9437	1.0000		1.2750	0.6364	0.6522	0.6000		0.8936	0.6471	0.7083	0.5000
295	0.0204	1.0000	1.0000	1.0000		1.3091	0.6061	0.6087	0.6000		0.9672	0.6176	0.6667	0.5000
300	0.0363	0.9706	0.9577	1.0000		1.3140	0.5758	0.5652	0.6000		0.9112	0.6176	0.6667	0.5000
305	0.1486	0.9608	1.0000	0.8710		1.2548	0.6061	0.6087	0.6000		0.9380	0.6176	0.6667	0.5000
310	0.0741	0.9706	0.9859	0.9355		1.2528	0.6061	0.6087	0.6000		0.9278	0.6176	0.6667	0.5000
315	0.0306	0.9902	0.9859	1.0000		1.2833	0.6061	0.6087	0.6000		0.9087	0.6176	0.6667	0.5000
320	0.0725	0.9706	0.9859	0.9355		1.3131	0.6364	0.6522	0.6000		0.8818	0.5882	0.6250	0.5000
325	0.0232	1.0000	1.0000	1.0000		1.2976	0.6061	0.6087	0.6000		0.8931	0.5882	0.6250	0.5000
330	0.0696	0.9510	0.9437	0.9677		1.2598	0.5455	0.5217	0.6000		0.8906	0.5588	0.5833	0.5000
335	0.0297	0.9902	0.9859	1.0000		1.3016	0.5758	0.5652	0.6000		0.9232	0.5882	0.6250	0.5000
340	0.0263	0.9902	0.9859	1.0000		1.2894	0.5455	0.5217	0.6000		0.9296	0.5882	0.6250	0.5000
345	0.0264	1.0000	1.0000	1.0000		1.2050	0.6061	0.6087	0.6000		0.9232	0.5588	0.5833	0.5000
350	0.0490	0.9706	0.9718	0.9677		1.2870	0.6364	0.6522	0.6000		0.9014	0.6176	0.6667	0.5000
355	0.0198	1.0000	1.0000	1.0000		1.3328	0.6061	0.6087	0.6000		0.9477	0.6471	0.7083	0.5000


 training loss less than 0.02, Program exit.


=============END of Training of ResAttentionNet Predict Model =================

Program Ending Time: 2019-07-27 20:58:15.106501
